respID,stateChar,stateNum,whereLive,religion,religionOther,raceAfricanAmOrBlack,raceAsian,raceWhite,raceIndian,raceMiddleEast,raceLatino,raceNativeAm,racePacificIsl,raceOther
R_2Xc83fMr3jEvHwN,NV,33,Rural area,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_1ierNSkndU86hbn,,,,,,,,,,,,,,
R_3IaeR0K6D743CzR,,,,,,,,,,,,,,
R_23X11GhN4TyPQLT,,,,,,,,,,,,,,
R_3ET5lagNSVNXtP6,,,,,,,,,,,,,,
R_DFQz37ZJ2r0Z6XT,TX,51,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_3QFr13zMQ6VZhSw,,,,,,,,,,,,,,
R_2E9NsqhPktpu3Dw,,,,,,,,,,,,,,
R_3Oo8nbc7IKkZxJM,,,,,,,,,,,,,,
R_3HgYgZdXfjjErzt,CA,6,City,Do not actively practice a particular religion,,,Asian,,,,,,,
R_RrjuoDe2pWt0ykx,,,,,,,,,,,,,,
R_2riQZzARNSE9Pxb,,,,,,,,,,,,,,
R_O8B90860uixV4A1,LA,21,Suburb,"Christian (Catholic, Protestant, etc.)",,,,,,,"Latino, Hispanic, or Spanish",,,
R_1H5fRA0dzS5NkYe,MO,30,Suburb,Other,APOSTOLIC,African American or Black,,,,,,,,
R_SNV0poJTHuJBiwx,,,,,,,,,,,,,,
R_3FQA6UvPeSV3qyt,,,,,,,,,,,,,,
R_2DYS1NHGfBCtRoZ,,,,,,,,,,,,,,
R_2wBOHILBI6YczmS,CA,6,City,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_2z8Xh9JzjP4j992,IA,18,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_10PqpU4Q0FUHXf4,,,,,,,,,,,,,,
R_2V22blnXgfRwtJm,,,,,,,,,,,,,,
R_9WYnKWNMzv4dEVH,,,,,,,,,,,,,,
R_1rdZMJta1cATBlQ,MD,23,Suburb,"Christian (Catholic, Protestant, etc.)",,,,,,,"Latino, Hispanic, or Spanish",,,
R_1LIPltQRT68SZB5,,,,,,,,,,,,,,
R_3mdC1vK691iT8g1,MS,29,Rural area,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_1DwjmFk0i11NNkd,,,City,Buddhist,,,Asian,,,,,,,
R_20qigICsASb5JV7,,,,,,,,,,,,,,
R_1P6tjEaqsdFHUbJ,AL,1,Suburb,Do not actively practice a particular religion,,African American or Black,,,,,,,,
R_3QSmSvyNdYJwy69,,,,,,,,,,,,,,
R_1DOKtXF6eiI95NO,WA,56,Rural area,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_2tJYF1E7zYwNZ2z,,,,,,,,,,,,,,
R_DivOaNJhTZ3XW1P,,,,,,,,,,,,,,
R_3k7gogigLSil1XC,,,,,,,,,,,,,,
R_pyoAkdJUaeJHBTP,,,,,,,,,,,,,,
R_vwRFadqYWYlAETL,AR,5,Rural area,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_3M3yGDDPSce8v4L,,,,,,,,,,,,,,
R_2Yo0kAx0QrudqLP,,,,,,,,,,,,,,
R_2WultfKHDuPGwSG,,,,,,,,,,,,,,
R_3eqopBhiXKJoGGp,,,,,,,,,,,,,,
R_1gpdAjlfseFOZud,,,,,,,,,,,,,,
R_1q801IN5r8tUB7B,,,,,,,,,,,,,,
R_12lgX4yDZD8ygDb,,,,,,,,,,,,,,
R_1eUUrU7EsugAYPv,,,,,,,,,,,,,,
R_3K5hY41rgrsKV45,MS,29,City,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_3HIhSrYM50GNOdP,WA,56,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_aaQkgBqQh47GULL,CA,6,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_rityYUAp8SsCY4p,,,,,,,,,,,,,,
R_3PBppz5aWPLSJcO,,,,,,,,,,,,,,
R_sMZGbNzG5utDYdz,,,,,,,,,,,,,,
R_333G7DxLLZDBHF7,,,,,,,,,,,,,,
R_ysXfmPD52oy9fC9,GA,12,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_sc0j8JVOUAqZyr7,OH,41,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_2ZVcpq3GtqJwaU1,,,,,,,,,,,,,,
R_1po0x2GBq7aZxMy,,,,,,,,,,,,,,
R_1GK2sq8UhSkh9sz,TX,51,Suburb,Do not actively practice a particular religion,,African American or Black,,,,,,,,
R_PUpnNY8v9FHs6UV,NC,38,Rural area,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_1jiVDnyyOgU0Pb3,MD,23,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_3pu1Sq7U3uM2ZWl,CA,6,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_ZxfPgMYaT2kJp2p,NC,38,Rural area,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_2sXYw1YjBRK4Vni,AL,1,City,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_1gC7iZWXX2k6ewT,TX,51,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_1IFNKiJ4jGglvNS,ND,39,City,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_30dArYrbtzG9hBb,MD,23,Suburb,Jewish,,,,European/Causasian,,,,,,
R_3fQ25oWosWkULyM,,,,,,,,,,,,,,
R_1IF8EeeWIutaxo1,VA,54,City,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_3Ezhs7qphBWtKYD,,,,,,,,,,,,,,
R_3IQUPmaXoYTfJRE,TN,50,Rural area,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_5zktSFfXp2WNZQJ,,,,,,,,,,,,,,
R_qwkwDfUf7fkR9df,,,,,,,,,,,,,,
R_2rNi3zfbUGk3dr8,,,,,,,,,,,,,,
R_1g2wkEzTujLStEh,,,,,,,,,,,,,,
R_3kLqSk1BP5F9pnT,,,,,,,,,,,,,,
R_3EVYlbsNPNCVXUQ,,,,,,,,,,,,,,
R_UYMb7fb2GxyOg8N,,,,,,,,,,,,,,
R_cFITqmND6uTBf6p,,,,,,,,,,,,,,
R_3QEkFOKnK4ksyRX,,,,,,,,,,,,,,
R_2Tu8GBN04WVad5n,,,,,,,,,,,,,,
R_3iXuuQZ0tDY2Nhz,,,,,,,,,,,,,,
R_2QsVL7HboXzUhNG,,,,,,,,,,,,,,
R_3Oe2uYKu4e7MhsI,,,,,,,,,,,,,,
R_2bIyxyXUnMdUQ8y,,,,,,,,,,,,,,
R_2YrLfkL3LfAo8Ka,,,,,,,,,,,,,,
R_3Mne4jTd1evQyPt,MA,25,Suburb,"Christian (Catholic, Protestant, etc.)",,,,,,,,Native American,,
R_2AYl8ezuet3N3jp,,,,,,,,,,,,,,
R_1NqVkmK2XPSjh4S,TX,51,Rural area,Other,,,,,,,,Native American,,
R_2BrrDRzTTBjCT1G,,,,,,,,,,,,,,
R_24uazHw0bB7dLJy,,,,,,,,,,,,,,
R_1OK9esRijQmMn1O,CA,6,City,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_2X52R2la6D814qd,,,,,,,,,,,,,,
R_1qaMhGO4twwY4oo,,,,,,,,,,,,,,
R_30vl22gl6fiR8C8,,,,,,,,,,,,,,
R_3FVRYx8nPopt8CZ,,,,,,,,,,,,,,
R_3HSRfRwG4pSEJXE,CT,8,City,"Christian (Catholic, Protestant, etc.)",,African American or Black,,,,,,,,
R_SToBjjAu0rFoI4V,MI,26,City,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_2Sum3wbn9lCvkKW,,,,,,,,,,,,,,
R_3KvK3D24A2Bpcc0,IL,16,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_SH39RNr8g2TmOJz,,,,,,,,,,,,,,
R_2c7bJ6MhnVWecgF,CA,6,Rural area,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_2Xb1H1uMDnqIgRW,,,,,,,,,,,,,,
R_3NQmmZMnx9vZpPH,IL,16,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_2wKU2Nwpacw3UDh,,,,,,,,,,,,,,
R_2qgv1z2dLw6VRUQ,,,,,,,,,,,,,,
R_3LiEbhGu1canAvW,,,,,,,,,,,,,,
R_2affbLlEOmjKtNa,,,,,,,,,,,,,,
R_1hHhH336kdwS1aU,AL,1,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_3EyUb0P36HJkotO,,,,,,,,,,,,,,
R_1rdoYvpAj9u38ww,KS,19,City,Buddhist,,,Asian,,,,,,,
R_3gTW5icGtDTDexT,AL,1,Rural area,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_2tGuZypWGw1gLJh,,,,,,,,,,,,,,
R_2aqpzr1pigT1UYk,AZ,4,Rural area,Other,Atheist,,,European/Causasian,,,,,,
R_1NFhshYbP3Qfyl9,,,,,,,,,,,,,,
R_2EHv3uLWMobB2dK,,,,,,,,,,,,,,
R_ufbn5zS2f1zwxwZ,CA,6,City,"Christian (Catholic, Protestant, etc.)",,African American or Black,,,,,,,,
R_2zA29YKfLfBbkZj,,,,,,,,,,,,,,
R_30tJPA63YZrhfu9,,,,,,,,,,,,,,
R_3TKAvY2Wgt3dnUZ,OK,42,Suburb,Buddhist,,,,European/Causasian,,,,,,
R_1ruLFb3JuexKC4h,,,,,,,,,,,,,,
R_9HVw57gfgCaKXXH,IL,16,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_1pzD1HMJ32lr75y,,,,,,,,,,,,,,
R_3I5oNZRqTZkvUkD,,,,,,,,,,,,,,
R_2wcNgEOfnfCu6V5,,,,,,,,,,,,,,
R_2B3xkuQVWHLwLvu,TN,50,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_UGvGqOS3T0hGEYF,,,,,,,,,,,,,,
R_7OPDtNqUCuj60aB,FL,11,Rural area,"Christian (Catholic, Protestant, etc.)",,African American or Black,,,,,"Latino, Hispanic, or Spanish",,,
R_1o4IP9w7Tbp0if6,MI,26,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_XhyLyJBcAfNBSuJ,CO,7,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_VIFOmJeoMa20PaV,NH,34,Suburb,Spiritual practice not associated with a specific religion,,,,European/Causasian,,,,,,
R_3J2DyM1g7bXCHqB,MD,23,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_esNE1HWW0FbBrTH,,,,,,,,,,,,,,
R_3Hix8vW6O8lDxJI,NY,37,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_2rOcHmWwla49cEJ,,,,,,,,,,,,,,
R_1dNeebLXCXR88wy,,,,,,,,,,,,,,
R_3LbgF92ykEgxf6H,PA,45,City,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_3oZpwvF7o52gqJe,,,,,,,,,,,,,,
R_1dNfvu8HSRG1bcq,IA,18,Rural area,Other,Rasta,,,European/Causasian,,,,,,
R_2fvOZY7I9lujXYJ,,,,,,,,,,,,,,
R_bplpffaGFdI7WSJ,PA,45,Rural area,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_x3kG52kEr3s0z6N,OR,43,Suburb,Spiritual practice not associated with a specific religion,,African American or Black,,European/Causasian,,Middle Eastern,,Native American,,
R_C9NZLdrtSqcMgJH,,,,,,,,,,,,,,
R_2WGw03ZPlu6kpbC,MN,28,Rural area,Spiritual practice not associated with a specific religion,,,,European/Causasian,,,,,,
R_3IYUdidHDs3epiE,MI,26,City,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_3QGGjQ9SmKBFHDe,FL,11,City,Other,nothing,,,European/Causasian,,,,,,
R_8oDOy1Ua07ITMyJ,IN,17,City,"Christian (Catholic, Protestant, etc.)",,African American or Black,,,,,,,,
R_2ElUQ7hhHFIYPaw,VA,54,Rural area,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_1jcEd1y6gmhK1KT,,,,,,,,,,,,,,
R_1ENc84SZu0LTgVb,NH,34,Rural area,"Christian (Catholic, Protestant, etc.)",,,,,,,,,,white
R_3D1rEqncCO5KdBL,TX,51,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_242jbB4W7nZKlFV,MA,25,City,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_1ISLBZAyLWStN4U,MO,30,City,"Christian (Catholic, Protestant, etc.)",,African American or Black,,,,,,,,
R_31h2Zh5W3YT9vEu,,,,,,,,,,,,,,
R_3nwacLcZzX1zs5A,NJ,35,Rural area,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_1Gw4RE1LoU088d3,NY,37,City,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_6hAv8AHg61jPm01,MO,30,City,Other,Atheist,,,European/Causasian,,,,,,
R_1FnVhwpQmftsaia,,,,,,,,,,,,,,
R_3MhuIDlAtU26OHL,,,,,,,,,,,,,,
R_2SDcVZ9aEnH8TTC,VA,54,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_23457vCS6i93SCV,,,,,,,,,,,,,,
R_31hi0TY6NwtAlkP,,,,,,,,,,,,,,
R_1NDmZxe5IeMWDbG,IA,18,City,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_CfDuOpdsXaYPsC5,,,,,,,,,,,,,,
R_2BerYd3Ho5I6Qy5,,,,,,,,,,,,,,
R_1opbNkQIP18V6FP,CA,6,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_3OiY4bVPsGvLWgG,CT,8,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,Native American,,
R_3CHtou9GUneuDJF,,,,,,,,,,,,,,
R_1gFJ6higViE62wD,DE,9,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_31oZlslz95ff7hX,,,,,,,,,,,,,,
R_bscmftiCZqZutoJ,TX,51,Suburb,"Christian (Catholic, Protestant, etc.)",,,Asian,,,,,,,
R_2xWQIblAGhPJSFn,CO,7,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_3oRclWTKg3H15pn,,,,,,,,,,,,,,
R_2t4BmlkGSuSVCGP,,,,,,,,,,,,,,
R_XiwWIBIp34E21pf,,,,,,,,,,,,,,
R_3J3jly24Ecduuxu,,,,,,,,,,,,,,
R_2ONJJbqgAmyRmeS,CA,6,Rural area,Spiritual practice not associated with a specific religion,,,,,,,"Latino, Hispanic, or Spanish",,,
R_SK4XGhfMhmDuFDX,,,,,,,,,,,,,,
R_UW6RzM85c0DAWHL,TX,51,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_2e8CwAas2NiGToN,MD,23,Rural area,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_2ScX7333aILkhPj,,,,,,,,,,,,,,
R_24BPyR5aKijVtmO,,,,,,,,,,,,,,
R_3hsDK8b2jVJrxF3,,,,,,,,,,,,,,
R_211FZ6siijFztBb,,,,,,,,,,,,,,
R_2wB7T51DZXXpoYv,,,,,,,,,,,,,,
R_1K7KEn8eIj2aIsJ,MI,26,Suburb,Jewish,,,,European/Causasian,,,,,,
R_2CQvVWNCjv2wHjG,,,,,,,,,,,,,,
R_WCFjHD0mUDWD3YR,NJ,35,City,Spiritual practice not associated with a specific religion,,,,European/Causasian,,,"Latino, Hispanic, or Spanish",,,
R_3niws5BvqFsURAd,,,,,,,,,,,,,,
R_126bjlMU7GczHdQ,GA,12,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_RPJeLAFOWCyrn7X,PR,46,City,"Christian (Catholic, Protestant, etc.)",,,,,,,"Latino, Hispanic, or Spanish",,,
R_2f2n05hnZsSkoeo,,,,,,,,,,,,,,
R_xbFCp1svaFQ6lcB,,,,,,,,,,,,,,
R_2ZJFAaOj38VsrUh,,,,,,,,,,,,,,
R_2wgmgQXm3jv3WbX,,,,,,,,,,,,,,
R_3Hw4O0P2dKjUVvH,OH,41,Rural area,,,,,European/Causasian,,,,,,
R_2twZ42PMGiFPqAV,,,,,,,,,,,,,,
R_3k18sLCYaYbWoZf,CA,6,Suburb,Do not actively practice a particular religion,,,,,,,"Latino, Hispanic, or Spanish",,,
R_3FPpPkfFrCp7mfy,,,,,,,,,,,,,,
R_3LcmJo0FARlQx3e,,,,,,,,,,,,,,
R_129HvMjAPem7yO7,IL,16,City,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_25SASBaYx9FdEH6,GA,12,City,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_3R1Qt2IGO0B52S7,,,,,,,,,,,,,,
R_10qhLZqc62eSVka,,,,,,,,,,,,,,
R_22mqwTafSCJr30R,,,,,,,,,,,,,,
R_2YzUbdeVDiLruZP,CA,6,Suburb,Do not actively practice a particular religion,,,Asian,,,,,,,
R_tLeQeqAN3WwPBT3,,,,,,,,,,,,,,
R_WePBeMT4PpnAHrH,NY,37,City,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_1FnuQg5QLrG0jJK,TN,50,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_3KxdHL07Kek2Im5,,,,,,,,,,,,,,
R_2YyXcKeX5coSX40,,,,,,,,,,,,,,
R_2DTF5tsPJVAKJZQ,OH,41,City,Do not actively practice a particular religion,,,,European/Causasian,,,,Native American,,
R_27Cr78wWaRE6cco,,,,,,,,,,,,,,
R_2QFFqAGX4t0WitH,FL,11,City,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_27Ip4PxWPmyqEkI,,,,,,,,,,,,,,
R_3sedKvFplnhyMvL,,,,,,,,,,,,,,
R_2ZBqUMudm3ommqq,,,,,,,,,,,,,,
R_vIkzqyiLYKTzlRf,,,,,,,,,,,,,,
R_24OcwxIUyuo49KW,,,,,,,,,,,,,,
R_2rDBB6r5UXX0c0C,OH,41,Suburb,Spiritual practice not associated with a specific religion,,,,European/Causasian,,,,,,
R_3dMxYYIYnffJn7j,,,,,,,,,,,,,,
R_6FFw64h9FLZ0KwF,,,,,,,,,,,,,,
R_3stTwJ2Wo9Hdx6v,,,,,,,,,,,,,,
R_3pgLrz8aBzpGGP4,,,,,,,,,,,,,,
R_290sOBFiGKH9Bpi,,,,,,,,,,,,,,
R_PvPP6ByqkvdX0dj,,,,,,,,,,,,,,
R_WAqgy0fcegmr4dj,KS,19,Rural area,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_1LAaomaEHx0Uehy,,,,,,,,,,,,,,
R_OeX4iWwrv51Dfj3,AR,5,Rural area,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_1n8gKKzYFA5rGRK,MO,30,Rural area,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_1dFZT60ahYOUhU9,,,,,,,,,,,,,,
R_XSaWn0kXI8SQqaZ,PA,45,City,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_2OO72UEoQMRobxG,,,,,,,,,,,,,,
R_2VgXxyIrORljCXI,AL,1,Rural area,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_3OdmYU7s0JMMzJ6,LA,21,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_3mgbnTBQGpQFvK5,,,,,,,,,,,,,,
R_1jYSKyoNVDoGOAP,,,,,,,,,,,,,,
R_1GxIiL3BsMbNgVS,,,,,,,,,,,,,,
R_1mC7alhshRlkhyR,,,,,,,,,,,,,,
R_2tnZPj1DaaNu89W,,,,,,,,,,,,,,
R_271g14R6Oy0byqM,,,,,,,,,,,,,,
R_2rSZCStHxAIVbc5,,,,,,,,,,,,,,
R_1H7i7y4erDSAO1F,,,,,,,,,,,,,,
R_3LgSywAujMSxbFt,KY,20,Rural area,"Christian (Catholic, Protestant, etc.)",,,,,,,,Native American,,
R_3m2F2OiP1PQveUG,,,,,,,,,,,,,,
R_5jt3CWV7hIaAOAh,,,,,,,,,,,,,,
R_3R89nHR1t18Hjfd,,,,,,,,,,,,,,
R_RwVDX5SM6Vy4bEl,,,,,,,,,,,,,,
R_1i4FBsMTrVxtwGh,,,,,,,,,,,,,,
R_2wmXLsa3DheU8tr,NC,38,City,Spiritual practice not associated with a specific religion,,,,European/Causasian,,,,,,
R_6EUKZM7OPf661C9,,,,,,,,,,,,,,
R_WASafxh5Sc21EcN,IN,17,Suburb,"Christian (Catholic, Protestant, etc.)",,African American or Black,,,,,,,,
R_2fJbsiMquN4n84u,MD,23,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_d6eij8bTSOyI8Mh,,,,,,,,,,,,,,
R_Xn8FPjkH4HJs8BH,,,,,,,,,,,,,,
R_1re6SkcqtRHxELC,,,,,,,,,,,,,,
R_3siQpREUReODNPI,,,,,,,,,,,,,,
R_9TZy6SdAq8ylkFr,,,,,,,,,,,,,,
R_3Di7Re2SXdR88ES,,,,,,,,,,,,,,
R_3Gep5gLYg9SZgY6,,,,,,,,,,,,,,
R_87COLai0V1QWF0t,MN,28,City,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_ZCDNFduZ8kCP1Dj,,,,,,,,,,,,,,
R_3iQ142poehZK9KK,,,,,,,,,,,,,,
R_PXL9VFQuzHK1Bex,WA,56,Suburb,Do not actively practice a particular religion,,,,,,,,,,White
R_3Eo2kIAS74kQrTR,,,,,,,,,,,,,,
R_3qDx3a1aLconUTC,,,,,,,,,,,,,,
R_1IW4vUzy3HOeJfQ,,,,,,,,,,,,,,
R_22yomvtPBjCHVZ3,,,,,,,,,,,,,,
R_3NJMPTiumow6FOm,,,,,,,,,,,,,,
R_1HkrqMoENQarjLO,FL,11,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,"Latino, Hispanic, or Spanish",,,
R_11jx9PvpOXNqiHg,,,,,,,,,,,,,,
R_1l5WBUr6nlu9roO,,,,,,,,,,,,,,
R_6L7ZYQTQvBFsZTX,MA,25,Suburb,Do not actively practice a particular religion,,,,,,,,,,Cape Verdean
R_3HFValHM5C2omXV,,,,,,,,,,,,,,
R_UlHDcupCDouONix,,,,,,,,,,,,,,
R_2wyoC38MLkUDl5R,MT,31,Rural area,Spiritual practice not associated with a specific religion,,,,European/Causasian,,,,,,
R_1E03nvYE3fQxrOH,,,,,,,,,,,,,,
R_2rPyiVA1LfN40oe,WI,58,City,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_8vp08hsZSyNTAM9,,,,,,,,,,,,,,
R_3oSzeqYwYkanZxv,,,,,,,,,,,,,,
R_21tsYdYyIm1pvnc,AZ,4,City,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_3HhHcV4nOUh0V00,,,,,,,,,,,,,,
R_3Gdft8JkRWHT4MY,,,,,,,,,,,,,,
R_eeyTC5BubdBIecx,,,,,,,,,,,,,,
R_32X5EMZZwqMmG07,NY,37,Rural area,"Christian (Catholic, Protestant, etc.)",,,,,,,"Latino, Hispanic, or Spanish",,,
R_2fHRleFnoHU5WPh,,,,,,,,,,,,,,
R_pRhjsWRLTINdbbj,FL,11,City,Other,,,,European/Causasian,,,,,,
R_31LZ1FjHn3Aqf4u,,,,,,,,,,,,,,
R_3Q0pggEbDCqJTcK,IL,16,City,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_2wplyezNLikicqI,IL,16,City,Do not actively practice a particular religion,,African American or Black,,,,,,,,
R_210AG5ujABumlwQ,,,,,,,,,,,,,,
R_3KwQQ80g8obzGXE,,,,,,,,,,,,,,
R_zeYtbzv5aQld43v,,,,,,,,,,,,,,
R_1IZ6HNKYfxh0Vm4,,,,,,,,,,,,,,
R_1JVlwoPfulAA5Ze,MD,23,Rural area,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_1175vdTbNazEOL0,,,,,,,,,,,,,,
R_2V2CH00IdtlTMf8,,,,,,,,,,,,,,
R_01iOfHE63SRuN8Z,LA,21,City,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_2cbyg5IzMpdus0Y,,,,,,,,,,,,,,
R_3JF583WoNveCIgz,,,,,,,,,,,,,,
R_O1i90zE5e9Nb3Ql,MI,26,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_2azwbjMwpacExug,OK,42,City,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_1KoKrxufSMp1vKM,OR,43,City,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_Os91ocdvzNqt0uR,,,,,,,,,,,,,,
R_2YFmwX1O8FNIsbx,,,,,,,,,,,,,,
R_2t3txOG9tsc7StJ,,,,,,,,,,,,,,
R_25v9L5COMRrNOGS,,,,,,,,,,,,,,
R_2wh2llg1H48hWUU,IN,17,City,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_3dDPwT0pQ6a7l4S,,,,,,African American or Black,,,,,,,,
R_1G4G8gqggUzMfGV,VA,54,City,Muslim,,,Asian,,,,,,,
R_2SDj42lkZy7i193,MD,23,Suburb,Do not actively practice a particular religion,,African American or Black,,,,,,,,
R_3QE6Xj6ZWegILMI,,,,,,,,,,,,,,
R_2V3kVxPp5ZSF2FW,,,,,,,,,,,,,,
R_1JKNAhGkShUtUvL,,,,,,,,,,,,,,
R_3lRGmXO8O9GTAib,,,,,,,,,,,,,,
R_syStPcTc7AIyAjT,CA,6,City,"Christian (Catholic, Protestant, etc.)",,,,,,,"Latino, Hispanic, or Spanish",,,
R_3itnvrwboKy2ubb,CT,8,City,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_2eOR3H3jEUKuuak,IN,17,Rural area,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_D2CDXOXnB4I8SnD,NJ,35,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_3JsVnLv8Tx0gDL8,,,,,,,,,,,,,,
R_ZCtsb7GX0IzHNjr,CA,6,City,"Christian (Catholic, Protestant, etc.)",,,,,,,,,,Caucasian
R_3PLxmqjqh70hPeK,,,,,,,,,,,,,,
R_sMTDnTXqcHB0Ebn,,,,,,,,,,,,,,
R_T6meL1k6sUalXe9,,,,,,,,,,,,,,
R_vOZwEjXuuZ9sTg5,,,,,,,,,,,,,,
R_1OrcSBSRtYmHl0v,,,,,,,,,,,,,,
R_3HoE4oGZbj6EjU0,MI,26,Suburb,Muslim,,,,,,Middle Eastern,,,,
R_3JjXzjWEnBVD93X,NY,37,City,Jewish,,,,European/Causasian,,,,,,
R_afVtKvkVwt6hfTb,,,,,,,,,,,,,,
R_1FhnLH6hXfIDbMU,AZ,4,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_1jcYXPkVvYl87Ie,FL,11,Suburb,Spiritual practice not associated with a specific religion,,,,European/Causasian,,,,,,
R_2zIn0EJObIwXqHK,,,,,,,,,,,,,,
R_DTRO0ASLsc6QIwx,WI,58,City,Spiritual practice not associated with a specific religion,,,,European/Causasian,,,,,,
R_1QJEC4TE63KDtRR,,,,,,,,,,,,,,
R_3PADfiGqWMyPScI,OH,41,City,"Christian (Catholic, Protestant, etc.)",,,,,,,,,,
R_33p2xbUHiFkJ3nz,,,,,,,,,,,,,,
