respID,raceAfricanAmOrBlack,raceAsian,raceWhite,raceIndian,raceMiddleEast,raceLatino,raceNativeAm,racePacificIsl,raceOther,whereLive,religion,religionOther
R_3NU0EOMeK0O8jMw,,,European/Causasian,,,,,,,Suburb,Spiritual practice not associated with a specific religion,
R_3NvW4VnqX9RM94q,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_3oAwdpOkclpQ8bo,,Asian,,,,,,,,Suburb,Do not actively practice a particular religion,
R_3Oc7LNa82ILww3h,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_3OdDrS9RoZnzRVe,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_3P5CJgqjX1NETlD,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_3P6LrYd2NEIPmsm,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_3pfdN3D42O1Ncbk,,,European/Causasian,,,,,,,Rural area,Spiritual practice not associated with a specific religion,
R_3pm1HMLLlDduQpg,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_3POgAxdfMYY65ai,,Asian,,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_3pr7ADIPEX9MDOx,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_3pu29T7grxcwzlV,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_3q8TNRSh2NP2Vdg,,,,,,,,,,,,
R_3qCYuMtwhnvQkOD,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_3QDdBrfvjXXcF97,,,,,,,,,,,,
R_3QEm9zZedamGjmf,,,,,,,,,,,,
R_3QFfFLdkGoiSThv,,,,Indian,,,,,,City,Muslim,
R_3qIhrGrLgjBA20k,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_3QQMYStUYu1ibmb,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_3Qv3faKLbRV0EuZ,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_3QY6SQXTEa6otva,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_3R8DW2LbDQMjFte,,,,,,"Latino, Hispanic, or Spanish",,,,Suburb,Do not actively practice a particular religion,
R_3RaYL3ITrAaIp8w,African American or Black,,,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_3rHEXfHDMATjpOk,,,European/Causasian,,,,,,,Suburb,Spiritual practice not associated with a specific religion,
R_3RjtnWtIRAnbM2e,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_3RyA0y1eTI7YS3a,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_3rYAxftXIIi2YIM,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_3s78Fuxy1Y5SXrz,,Asian,,,,,,,,City,Buddhist,
R_3sgpQePMB7eu9sE,,,European/Causasian,,,,,,,City,Other,LDS
R_3t2fVCQW2TelVYd,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_3ydKAgYzGn8qq0p,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_3ZNgbPfPxek2XKh,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_3ZXv9NhOvatE1GB,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_56aLJCUlGZQiNmF,,,,,,,,,,,,
R_5w2FmyddCOgGRJD,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_6lHFZXlEmPJOcQF,,,,,,,,,,,,
R_6sTMERex0d69kkN,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_6xN3cJVWKEALmE1,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_7Paj2XfhNbQOoIV,,,,,,,,,,,,
R_7WDxVsEUOezWV5n,,,,,,,,,,,,
R_82I0XQoIrxHTa6t,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_8CjT44uhGtYKJFj,,,,,,,,,,,,
R_8uzoLzuhZUvsM37,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_8waP8TmvMLUuFLr,,,,,,,,,,,,
R_AcvIdE3f9YS7Ut3,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_Agtf0hbgmgBuXPH,African American or Black,,,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_AI0vvthABTxpyxz,,,,,,"Latino, Hispanic, or Spanish",,,,Suburb,Do not actively practice a particular religion,
R_AjOmHE04Bay0a09,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_AoOHmOhPeWEoAhz,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_aW5XeWYQBg8QXOF,,,,,,,,,,,,
R_AzVKLwyljci0T2p,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_BDN5mEv8jTeFlv3,,,,,,,,,,,,
R_bHpbcZVKti8uNNv,,,European/Causasian,,,,,,,Suburb,Spiritual practice not associated with a specific religion,
R_bjZ8vKjaeGX3YQ5,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_BK4rSEpW1TcJo9b,,,European/Causasian,,,,,,,City,Jewish,
R_bsHnp8lNiOLufXb,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_BX1bhGaqhWR5uMh,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_BzhWWBZnWrVg2aJ,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_cu40RZvNoGu8z7P,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_cU5EksR2C4k6NHj,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_cwrIXooXu2gzcvb,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_cxdB2x8NiT7BNlf,,,,,Middle Eastern,,,,,City,Muslim,
R_D1a3UpmV5wGMLbb,,,European/Causasian,,,,,,,Suburb,Spiritual practice not associated with a specific religion,
R_D1eoOOTGElHgNsR,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_D6stZoOlPq2zwjL,African American or Black,,,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_DBtjpzBgw1WRkpr,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_DiONis5sB20q6Jz,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_dj4Phnf5v6PHlIh,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_e4LgZtlGjkixDCF,,Asian,,,,,,,,Rural area,Hindu,
R_eIFawaKgZhX6M3T,,,European/Causasian,,,,,,,Suburb,Spiritual practice not associated with a specific religion,
R_eQnx80QvddflrLL,,,,,,,,,,,,
R_NXVKIiZsiMqJN7z,,,,,,"Latino, Hispanic, or Spanish",,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_O3jnql08g45mmAx,,,,,,,,,,,,
R_OdlxT0IVTdPBmKJ,,,,,,,,,,,,
R_OH8XTFqtx1PIoal,,Asian,,,,,,,,Suburb,Do not actively practice a particular religion,
R_OkwWSS6roS8Am3v,,,,,,,,,,,,
R_OPgmgBX6kEjNrhv,,,European/Causasian,,Middle Eastern,,,,,City,Do not actively practice a particular religion,
R_PBey2TlEY3YEjkd,,,,,,,,,,,,
R_PBNDciFIFaBgQff,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_pF8YH47SJfYgqdz,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_pgdbyOy5RF9Oqu5,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_pimgZ8KgMhONs5P,,,,,,,,,,,,
R_piyb1NW6rBFiYpP,,,European/Causasian,,,,,,,Suburb,Spiritual practice not associated with a specific religion,
R_PLqUVSTULIhIrwR,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_PuHA9abMxlRcH4t,,,,,,,,,,,,
R_pzVXm6NkNaop81X,,Asian,,,,,,,,City,Buddhist,
R_qKPguXZqb8Borvj,African American or Black,Asian,European/Causasian,,,,,,,City,Spiritual practice not associated with a specific religion,
R_qQ61YyagAElpwhH,,,,,,,,,,,,
R_r3ygTcd4iKr3kUp,,,,,,,,,,,,
R_r8tOxeP8lGSPMw9,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_RFf02lR2q4dJiUh,,,European/Causasian,,,,,,,City,Spiritual practice not associated with a specific religion,
R_RgmcfHOKLSVoh9f,,,,,,,,,,,,
R_ROGK8yDrvLeWL0B,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_RwaVtZo4HNAcQZX,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_Rztrg1E0DzxcpVf,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_s6f4bOKvVycfnd7,,,,Indian,,,,,,City,Hindu,
R_SAIYPEZrAxRCmuR,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_snDhHa9Bw7AUBj3,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_sNfAnGP4AlkgNXz,African American or Black,,,,,,,,,Suburb,Do not actively practice a particular religion,
R_SVmrZwAdtitfPvH,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_sYcW01Ubvl1esaR,,,,,,,,,,,,
R_T6LqkNLYuIhsUOB,,,,,,,,,,,,
R_T89XPfZb3iU5naN,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_tGwrBtROXlMmbId,,,,,,"Latino, Hispanic, or Spanish",,,,City,Spiritual practice not associated with a specific religion,
R_tMS8tGBpb9yJDbP,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_ToQTMJSvhbjdz6F,,,,,,"Latino, Hispanic, or Spanish",,,,City,Do not actively practice a particular religion,
R_ToVhcEdyrE9hg5j,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_u1ulSeK10EyKdwJ,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_UAaH8fRo0uuGC7T,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_Ufqrb0XmOxEcPVT,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_uli9W8Kbtj0LQ2t,,,,,,"Latino, Hispanic, or Spanish",,,,City,"Christian (Catholic, Protestant, etc.)",
R_Uo2vwRopRvPvwMp,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_URPwQmAEGjdthND,,Asian,,,,,,,,City,Do not actively practice a particular religion,
R_UrSZCpjUJ0JuHzb,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_UVCvqDkzeIIKnK1,,,,,,,,,,,,
R_uxZy1aZXOrb3409,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_veNb6oNVtXcNfXP,,,European/Causasian,,,,,,,City,Spiritual practice not associated with a specific religion,
R_vjMoXa1zCwAUoil,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_vT4RbiMCPI7goUN,,,,,,,,,,,,
R_vvjNPkNv8gmSTCh,,Asian,,,,,,,,City,Do not actively practice a particular religion,
R_vx9RAKQJfZUUJKp,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_W7OD1FdNPyWWWQ1,,,,,,,,,Black and Caucasian,Suburb,Do not actively practice a particular religion,
R_WAUcNitctv6vWzD,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_WdlmtU20zo8qF57,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_WkUAaaEXQZvuzER,African American or Black,,,,,,,,,City,Do not actively practice a particular religion,
R_WqfprRkSOHGM0JH,,,,,,"Latino, Hispanic, or Spanish",,,,City,Do not actively practice a particular religion,
R_WvORaYaOwOdv3Ut,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_WwceOPqq7CxkE13,,Asian,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_wYU8zHxuEAWMHRL,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_XBwHTCKQJ5dWf61,African American or Black,,,,,,Native American,,,City,Spiritual practice not associated with a specific religion,
R_xg6GT9akUp0O2sN,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_XGQfaf2kVDMXDtD,,,European/Causasian,,,,,,,City,Spiritual practice not associated with a specific religion,
R_xi8BBsFFFHeGeBP,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_Xiv6X3aj05RQPkt,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_xtFwZ4w9VO2rPQB,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_XXKPZlgXSWqlRfz,,,,,,,,,,,,
R_ylvrJ3osmq9JQS5,,,European/Causasian,,,,,,,Suburb,Jewish,
R_YQa2LxkgJpAuBCp,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_YRNpi4pwPx5lvPP,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_YS6glZzq632VYsx,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_yUzNBhAAaUdlxh7,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_yVEIzHQueTFYL17,,,European/Causasian,,,,,,,Rural area,Spiritual practice not associated with a specific religion,
R_Z35kNj2l1T3O2QN,,,,,,,,,Caucasian ,Rural area,"Christian (Catholic, Protestant, etc.)",
R_z6wyWPWCuMmdN0l,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_zTpb7WxdMalHpjr,,,,,,"Latino, Hispanic, or Spanish",,,,City,"Christian (Catholic, Protestant, etc.)",
R_01DQFfeHMEJkvlf,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_0ArjsAgwjDw0ULL,,,European/Causasian,,,,,,,Suburb,Spiritual practice not associated with a specific religion,
R_0kPoCasi8SJ60Lf,African American or Black,,,,,,,,,City,Muslim,
R_0NDelYsCwLvmgff,,,,,,,,,,,,
R_0OfEDIrWRpbRHqN,,,European/Causasian,,,,,,,Suburb,Buddhist,
R_0w7evwkR9XSS9JT,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_123jbPmth4SYTMM,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_128URAMX16zLnIb,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_12a2p6bXAPWcUYo,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_12KLWxDwpSlMYOo,,,,,,,,,,,,
R_12qZq4ebsS90qge,African American or Black,,European/Causasian,,,,Native American,,,City,Buddhist,
R_12rKhVUE7W62bVe,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1BX9FSI8RmDYleN,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1CEBsdKhNnsDmku,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_1CJu5dxRITJKAkc,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_1CmbAfWtiq8YReT,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_1d0m8DRcRJBhyhs,,,European/Causasian,,,,,,,City,Hindu,
R_1dalnI4bGNUrZuo,,,,,,,,,,,,
R_1dbhS1FMcV8plEz,,,European/Causasian,,,,,,,Rural area,Jewish,
R_1dBohGEuNIHVSos,African American or Black,,,,,,,,,City,Do not actively practice a particular religion,
R_1dcsuZaJ7KRCNVh,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_1dG0lFHuAy3xVSW,,,,,,,,,White,Suburb,Spiritual practice not associated with a specific religion,
R_1dL95RGGMjpGh5a,,,,,,"Latino, Hispanic, or Spanish",,,,City,Do not actively practice a particular religion,
R_1Dot0yNqK4FOgfn,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_1DZ8ECjckaknVOR,,,European/Causasian,,,,,,,Suburb,Spiritual practice not associated with a specific religion,
R_1E0BpPBRQdc7DUq,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1eLasl3xNN5Y6Ow,African American or Black,,,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_1eRT4mVqOwchPoN,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_1f1SSOFEGq2Ugeo,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_1Fb1Nnw8KtIeUTH,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_1FLl8AhvWxtYYRw,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_1flX33aUuFe35qK,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1FyTdcPaQhyDWAl,,,,,,,,,,,,
R_1g0YMMRgIJtCful,,,European/Causasian,,,,,,,Suburb,Spiritual practice not associated with a specific religion,
R_1g5ONAKszoiUkAj,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_1GCcBEo37sOlDwi,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_1gGDby4ScdGcz9i,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_1gMaqn0fbieDnVL,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_1gTJ0bJK5Wy8Ij8,,Asian,,,,,,,,City,Hindu,
R_1H0jS1yefY96LsD,,,,,,,,,,,,
R_1hAKa66JANbjN9a,,,,,,,Native American,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1hMvjeaW3oW6wzF,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_1HpFULj2vuwaSed,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_1IA8hoDXfIyKxyb,,,European/Causasian,,,,,,,Rural area,Other,atheist
R_1IbBJzkKevRRpu9,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_1IFRAbWWiW4bfpY,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_1ig3D6Jt0tc2eja,,Asian,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_1IGgWrsBOVKeObu,,,,,,"Latino, Hispanic, or Spanish",,,,City,"Christian (Catholic, Protestant, etc.)",
R_1il2ylBNOaIA3Yd,,,,,,,,,,,,
R_1INtobV8SpjfAem,,,,,,,,,Biracial,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1IPYpWLwdoNBH5V,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_1itag5cGlHyFE7V,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_1IzKPXUu5K2khan,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1jjHKSZmUNt80pn,,,,,,"Latino, Hispanic, or Spanish",,,,City,Do not actively practice a particular religion,
R_1JLsiE2BT3uWnJO,,,European/Causasian,,,,,,,Suburb,Spiritual practice not associated with a specific religion,
R_1jOE4sycAnLA4yf,,,,,,,,,,,,
R_1jOhEIv5wJQcZ8z,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_1JOwvL1Wqg4gc0K,,,,,,,,,,,,
R_1JOYY1OINxebRKv,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_1JUYGfEgJKOlXyz,,,,,,,,,,,,
R_1jvb7OYoGTtwIhl,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_1JVKNxh5HizRb02,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_1jVsvBhxuoZwokX,,Asian,,,,,,,,City,Do not actively practice a particular religion,
R_1jxkZIkLvqKbLQB,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_1KdvMwnv0jpxGOp,,,,,,,,,,,,
R_1Kg26glyYUzQQ4B,,Asian,,,,,,,,City,Other,Satanist
R_1KlmWrNR6NZaBJL,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_1Km1NF2pm4cTiYs,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_1Kpaqe2azKs6l24,,Asian,,,,"Latino, Hispanic, or Spanish",,,,City,Do not actively practice a particular religion,
R_1l0nitWayk0FTQD,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_1l3lpp4fEGlaF44,African American or Black,,,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_1l4zzwWlUc7soGv,,Asian,,Indian,,,,,,Suburb,Muslim,
R_1Lju0pn1hA29WeN,,,European/Causasian,,,,,,,Suburb,Spiritual practice not associated with a specific religion,
R_1lmKU7Jl9AgcRqh,,,European/Causasian,,,,,,,Rural area,Spiritual practice not associated with a specific religion,
R_1ln2ll8ADKChkcX,African American or Black,,,,,,,,,Rural area,Buddhist,
R_1Lo4SSph9lJ1VHl,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_1loAMCkmqZ0yjHE,,Asian,,,,,,,,Suburb,Do not actively practice a particular religion,
R_1ltO5SoDFt88t6A,,,European/Causasian,,,,,,,City,Spiritual practice not associated with a specific religion,
R_1luEMZuPFLyKqUd,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_1LurcjV976JISSk,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_1mCutzApiWz04c0,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1MKSwZFvXG29OVv,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1MKtOu47TNXCvAJ,,,,Indian,,,,,,Suburb,Hindu,
R_1mRzXILWnKZbtL5,,,,,,,,,,,,
R_1MWhpYzYq1yHQ5S,,,,,,,,,caucasian,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1NacV2QCj0FBXxo,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_1Naesv96NHYqdO2,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_1NEpCmy62HZPJJU,,,,,,,,,,,,
R_1NkydkwH2h6asJT,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1NrFjkpkp2YbyuM,,,European/Causasian,,,,,,,City,Jewish,
R_1o1EQiH136Z1td6,,,European/Causasian,,,,,,,Rural area,Jewish,
R_1oBIWsNGkBL2BmQ,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_1OBwVeG1WREIuEn,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_1OUYNOTZj6vGBBt,,Asian,,,,,,,,Suburb,Do not actively practice a particular religion,
R_1OZa6z8t9x0ZSWa,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_1pLM2g5gYqA1ZvD,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_1pQMSEjdrja0BSj,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1q4maPb39B5dWzY,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_1Q568mstreqYvm1,,,,,,,,,,,,
R_1QcrrU4ciPo23LI,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1QF0UBTYDXqDcw7,,,,,,,,,,,,
R_1QgcgICzFxAnmGI,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_1Qi6ySjvuDwLOD6,,,,,,,,,Black/White,City,Do not actively practice a particular religion,
R_1qUmS0fdzZVu4U8,,,European/Causasian,,,,,,,City,Other,Vedanta
R_1QxrZbEdSN2m9wM,,Asian,,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1rl7OJFONmdcIEc,,,,,,,,,,,,
R_1roTgtiuACzUoah,,,,,,"Latino, Hispanic, or Spanish",,,,City,Do not actively practice a particular religion,
R_1XKOtY1H9ZJwRr3,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_1XMJxww2DP1PkOd,,,European/Causasian,,,,,,,Rural area,Spiritual practice not associated with a specific religion,
R_1YogaFAPRTiZckN,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1ZyvvUzlfEi0s6d,,,,,,,,,,,,
R_20MYqRSVitlpSDW,,,,,,"Latino, Hispanic, or Spanish",,,,City,Do not actively practice a particular religion,
R_2150sgecQK5Fd2W,,Asian,,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_21BZ7avd6X9nE1m,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_21Eurou5BVzJTDp,,,,,,,,,,,,
R_21FAjZUo8Spls2D,,,,,,,,,,,,
R_21jH56FmW8L9vJI,,,European/Causasian,,,,,,,City,Buddhist,
R_231cimXSoZJrLu4,,Asian,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_23TV7EdcWoo1BvJ,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_24B2hixRiYKbIrf,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_24cIj3mjBC3amXQ,,,European/Causasian,,,,,,,City,Spiritual practice not associated with a specific religion,
R_24CtGho062HVTFf,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_24jhASzrl22iKNW,,,,,,,,,,,,
R_24NHOOiq0km9XHQ,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_24oYgch39DJ5SAz,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_24ugetOlRA5Q3i4,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_24w5KCscAWYXiZO,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_25EJMPYWSnQPTTv,,,,,,,,,,,,
R_25z72EnL53IkDbX,African American or Black,,,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_273Cb8TPdwXlrSI,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_27DJq7t2YWxqoSG,,Asian,,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_27DwHsvUg3AYaRZ,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_27JAljZxPPadaca,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_27qxyowqNPUwQqy,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_27WkZpoRxxAV1fX,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_28McyCz8oLjxekZ,,,,,,,,,,,,
R_28NcsHViXxB1KQY,,,,,,,,,,,,
R_28UFVxNekfPFXsQ,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
